RunID,TimesheetID,Page,Row,Col,FieldKey,RawText,NormalizedTime,Confidence,CropPath,Warnings,_source_file,IsValid
20251006_161346,clockin_synth,,1,,row1_clock_in_pm,(14.15.,14:15,,data/clockin_synth/crops\clock_0005\time\row1_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_am,(13.15.,13:15,,data/clockin_synth/crops\clock_0005\time\row1_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_pm,",2002.",,,data/clockin_synth/crops\clock_0005\time\row1_clock_out_pm.png,"unparsable(',2002.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_in_am,",09.15.",,,data/clockin_synth/crops\clock_0006\time\row1_clock_in_am.png,"unparsable(',09.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_in_pm,".14,000.",,,data/clockin_synth/crops\clock_0006\time\row1_clock_in_pm.png,"unparsable('.14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_out_am,(13.15.,13:15,,data/clockin_synth/crops\clock_0006\time\row1_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_pm,(18,18:00,,data/clockin_synth/crops\clock_0006\time\row1_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_in_am,",08.15.",,,data/clockin_synth/crops\clock_0007\time\row1_clock_in_am.png,"unparsable(',08.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_in_pm,"(12,000.",,,data/clockin_synth/crops\clock_0007\time\row1_clock_in_pm.png,"unparsable('(12,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_out_am,(2/2.S.,22:05,,data/clockin_synth/crops\clock_0007\time\row1_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_pm,1930s.,19:30,,data/clockin_synth/crops\clock_0007\time\row1_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_in_am,(07.15.,07:15,,data/clockin_synth/crops\clock_0008\time\row1_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_in_pm,(11-45.,11:45,,data/clockin_synth/crops\clock_0008\time\row1_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_am,(2/2.S.,22:05,,data/clockin_synth/crops\clock_0008\time\row1_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_pm,"(2,000",,,data/clockin_synth/crops\clock_0008\time\row1_clock_out_pm.png,"unparsable('(2,000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_in_am,",093.45",,,data/clockin_synth/crops\clock_0009\time\row1_clock_in_am.png,"unparsable(',093.45'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,1,,row1_clock_in_pm,(14.45.,14:45,,data/clockin_synth/crops\clock_0009\time\row1_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_am,(13.45.,13:45,,data/clockin_synth/crops\clock_0009\time\row1_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,1,,row1_clock_out_pm,",1976.",,,data/clockin_synth/crops\clock_0009\time\row1_clock_out_pm.png,"unparsable(',1976.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",000",,,data/clockin_synth/crops\clock_0000\time\row2_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(12.30.,12:30,,data/clockin_synth/crops\clock_0000\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,"(12,000.",,,data/clockin_synth/crops\clock_0000\time\row2_clock_out_am.png,"unparsable('(12,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(17.53.,17:53,,data/clockin_synth/crops\clock_0000\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",10.15.",,,data/clockin_synth/crops\clock_0001\time\row2_clock_in_am.png,"unparsable(',10.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(13.45.,13:45,,data/clockin_synth/crops\clock_0001\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(13.15.,13:15,,data/clockin_synth/crops\clock_0001\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,1.1737.,,,data/clockin_synth/crops\clock_0001\time\row2_clock_out_pm.png,unparsable('1.1737.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",09130",,,data/clockin_synth/crops\clock_0002\time\row2_clock_in_am.png,"unparsable(',09130'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,"(13,000.",,,data/clockin_synth/crops\clock_0002\time\row2_clock_in_pm.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(12.30.,12:30,,data/clockin_synth/crops\clock_0002\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(17.21..,17:21,,data/clockin_synth/crops\clock_0002\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",09.15.",,,data/clockin_synth/crops\clock_0003\time\row2_clock_in_am.png,"unparsable(',09.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(13.45.,13:45,,data/clockin_synth/crops\clock_0003\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(13.15.,13:15,,data/clockin_synth/crops\clock_0003\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,"""17.27.",17:27,,data/clockin_synth/crops\clock_0003\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,(08130,08:30,,data/clockin_synth/crops\clock_0004\time\row2_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(13.30.,13:30,,data/clockin_synth/crops\clock_0004\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(12.30.,12:30,,data/clockin_synth/crops\clock_0004\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(18.21.,18:21,,data/clockin_synth/crops\clock_0004\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",000",,,data/clockin_synth/crops\clock_0005\time\row2_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0005\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,"(11,000.",,,data/clockin_synth/crops\clock_0005\time\row2_clock_out_am.png,"unparsable('(11,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(15.27.,15:27,,data/clockin_synth/crops\clock_0005\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,",09130",,,data/clockin_synth/crops\clock_0006\time\row2_clock_in_am.png,"unparsable(',09130'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0006\time\row2_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(13.30.,13:30,,data/clockin_synth/crops\clock_0006\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(20.17.,20:17,,data/clockin_synth/crops\clock_0006\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,"(1,000.",,,data/clockin_synth/crops\clock_0007\time\row2_clock_in_am.png,"unparsable('(1,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0007\time\row2_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(13.30.,13:30,,data/clockin_synth/crops\clock_0007\time\row2_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,"(180,",,,data/clockin_synth/crops\clock_0007\time\row2_clock_out_pm.png,"unparsable('(180,'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_am,"(07,000.",,,data/clockin_synth/crops\clock_0008\time\row2_clock_in_am.png,"unparsable('(07,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(10.45.,10:45,,data/clockin_synth/crops\clock_0008\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,",000",,,data/clockin_synth/crops\clock_0008\time\row2_clock_out_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(15.34.,15:34,,data/clockin_synth/crops\clock_0008\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_am,(08145.,08:45,,data/clockin_synth/crops\clock_0009\time\row2_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_in_pm,(12.45.,12:45,,data/clockin_synth/crops\clock_0009\time\row2_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,2,,row2_clock_out_am,(11-145.,,,data/clockin_synth/crops\clock_0009\time\row2_clock_out_am.png,unparsable('(11-145.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,2,,row2_clock_out_pm,(16507.,16:07,,data/clockin_synth/crops\clock_0009\time\row2_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,(07.45.,07:45,,data/clockin_synth/crops\clock_0000\time\row3_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(2/2.S.,22:05,,data/clockin_synth/crops\clock_0000\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0000\time\row3_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(150.059.,,,data/clockin_synth/crops\clock_0000\time\row3_clock_out_pm.png,unparsable('(150.059.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",10.15.",,,data/clockin_synth/crops\clock_0001\time\row3_clock_in_am.png,"unparsable(',10.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,"(150,000.",,,data/clockin_synth/crops\clock_0001\time\row3_clock_in_pm.png,"unparsable('(150,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_am,(14.15.,14:15,,data/clockin_synth/crops\clock_0001\time\row3_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(1800.,18:00,,data/clockin_synth/crops\clock_0001\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",000",,,data/clockin_synth/crops\clock_0002\time\row3_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,"(150,000.",,,data/clockin_synth/crops\clock_0002\time\row3_clock_in_pm.png,"unparsable('(150,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_am,"(14,000.",,,data/clockin_synth/crops\clock_0002\time\row3_clock_out_am.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(10.12.,10:12,,data/clockin_synth/crops\clock_0002\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,(08145.,08:45,,data/clockin_synth/crops\clock_0003\time\row3_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(12.15.,12:15,,data/clockin_synth/crops\clock_0003\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,(11-145.,,,data/clockin_synth/crops\clock_0003\time\row3_clock_out_am.png,unparsable('(11-145.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(180.,01:59,,data/clockin_synth/crops\clock_0003\time\row3_clock_out_pm.png,minutes>59,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",0,000.",,,data/clockin_synth/crops\clock_0004\time\row3_clock_in_am.png,"unparsable(',0,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(12.30.,12:30,,data/clockin_synth/crops\clock_0004\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,"(12,000.",,,data/clockin_synth/crops\clock_0004\time\row3_clock_out_am.png,"unparsable('(12,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(18.33.,18:33,,data/clockin_synth/crops\clock_0004\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",000",,,data/clockin_synth/crops\clock_0005\time\row3_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0005\time\row3_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
